id,severity,prompt_style,scenario_topic,prompt_text
028-ข-อเท-าห-ก-calm,critical,calm,ข้อเท้าหัก,ผู้ป่วยล้มแล้วข้อเท้าผิดรูป ลงน้ำหนักไม่ได้และปวดมาก ควรหยุดใช้งาน ประคบเย็น ยกขา และดามชั่วคราวอย่างไรเพื่อไปโรงพยาบาล
028-ข-อเท-าห-ก-misspelled,critical,misspelled,ข้อเท้าหัก,ข้อเท้าพลิกแรงๆ เหมือนบิดผิดรูป เดินม่ายได้ เจ็บสุดๆ ต้องดามยังไงก่อนพาไป รพ.
029-แผลฉ-กขาดท-เปล-อกตา-panic,critical,panic,แผลฉีกขาดที่เปลือกตา,โดนกระแทกตา หางตาแตก หนังตาฉีก เลือดเข้าตาเต็มเลย! หนูเผลอจะกดไว้ แต่กลัวโดนลูกตา ทำไงดี!
029-แผลฉ-กขาดท-เปล-อกตา-calm,critical,calm,แผลฉีกขาดที่เปลือกตา,มีแผลฉีกขาดที่เปลือกตาหลังโดนกระแทก เลือดเข้าตา ควรป้องกันไม่ให้กดโดนลูกตาและครอบตาไว้แบบไหนระหว่างรอไปโรงพยาบาล
029-แผลฉ-กขาดท-เปล-อกตา-misspelled,critical,misspelled,แผลฉีกขาดที่เปลือกตา,โดนกระแทกตา หางตาแตก หนังตาฉีก เลือดเข้าตาเยอะมาก ควรกดห้ามเลือดได้มั้ยหรือครอบตายังไงดี
030-เล-อดออกร-นแรง-panic,critical,panic,เลือดออกรุนแรง,ช่วยด้วย เลือดพุ่งไม่หยุดจากแผลใหญ่ที่แขน เลือดท่วมมือแล้ว! กดเท่าไหร่ก็ซึมออกมา ทำยังไงให้หยุด!
030-เล-อดออกร-นแรง-calm,critical,calm,เลือดออกรุนแรง,มีผู้บาดเจ็บเลือดออกมากจากแผลใหญ่ที่แขน เลือดไหลไม่หยุดแม้กดด้วยผ้าสะอาด ควรกดทับเพิ่ม ยกแขน และจัดการระหว่างรีบไปโรงพยาบาลอย่างไร
030-เล-อดออกร-นแรง-misspelled,critical,misspelled,เลือดออกรุนแรง,เลือดออกหนักมากจากแผลใหญ่ที่แขน เลือดไหลม่ายหยุด กดผ้าแล้วก็ยังซึม ต้องทำไงต่อ ยกแขนช่วยมั้ย
031-หน-งศ-รษะเป-ด-panic,critical,panic,หนังศีรษะเปิด,ช่วยด้วยค่ะ! พี่โดนเครื่องจักรดึงผม หนังหัวเปิดเป็นแผ่นๆ เห็นเหมือนกะโหลก เลือดไหลท่วมหัวไม่หยุด ทำไงดี!
031-หน-งศ-รษะเป-ด-calm,critical,calm,หนังศีรษะเปิด,มีผู้บาดเจ็บถูกเครื่องจักรดึงผมจนหนังศีรษะฉีกเปิด แผลใหญ่มีเลือดออกมากและเห็นชั้นกระดูกบางส่วน ตอนนี้เรากดแผลไว้แต่เลือดยังซึม ขอคำแนะนำด่วนค่ะ/ครับ
031-หน-งศ-รษะเป-ด-misspelled,critical,misspelled,หนังศีรษะเปิด,ช่วยด่วนนน พี่โดนเครื่องดึงผม หนังหัวเปิดเห้นกะโหลก เลือดไหลเยอะมาก กดไว้แล้วแต่ไม่หยุด ทำไงดีคับ
032-ซ-โครงห-ก-panic,critical,panic,ซี่โครงหัก,เขาล้มกระแทกหน้าอกแล้วเจ็บแปลบมาก หายใจก็เจ็บ ไอทีเหมือนจะขาดใจ กลัวซี่โครงหักทำไงดี!
032-ซ-โครงห-ก-calm,critical,calm,ซี่โครงหัก,ผู้ป่วยล้มกระแทกหน้าอกด้านข้าง มีอาการเจ็บซี่โครงชัดเจนโดยเฉพาะตอนหายใจลึกและไอ มีรอยช้ำเริ่มขึ้น ขอคำแนะนำการดูแลเบื้องต้นและควรไปตรวจอย่างไร
032-ซ-โครงห-ก-misspelled,critical,misspelled,ซี่โครงหัก,ล้มกระแทกอกข้างๆ เจ็บซี่โครงมาก หายใจเข้าลึกๆก้เจ็บ ไอแล้วเจ็บจี๊ด กลัวซี่โครงหัก ต้องทำไงบ้างคับ
033-ส-ดดมก-าซพ-ษ-panic,critical,panic,สูดดมก๊าซพิษ,ในรถเหม็นแก๊สแรงมาก แล้วเขามึนหัวจะเป็นลม หายใจไม่ออก แสบคอแสบจมูก ทำไงเดี๋ยวนี้!
033-ส-ดดมก-าซพ-ษ-calm,critical,calm,สูดดมก๊าซพิษ,มีคนอยู่ในพื้นที่อับอากาศแล้วสูดดมก๊าซ/ควันจนเวียนศีรษะ หายใจลำบาก และมีอาการแสบคอแสบจมูก ตอนนี้พาออกมาที่อากาศถ่ายเทแล้ว ขอคำแนะนำขั้นต่อไป
033-ส-ดดมก-าซพ-ษ-misspelled,critical,misspelled,สูดดมก๊าซพิษ,อยุ่ในรถเหม็นแก้สแรงมาก สูดไปแล้วมึนหัว หายใจไม่ค่อยออก แสบคอแสบจมูก ตอนนี้พาออกมานอกรถแล้ว ควรทำไงต่อ
034-แผลบดท-บ-ประต-หน-บ-panic,critical,panic,แผลบดทับ (ประตูหนีบ),นิ้วโดนประตูหนีบดังปัง เลือดออกที่ข้างเล็บ เล็บเหมือนฉีก ปวดตุบๆจนร้องไห้ ขยับนิ้วแทบไม่ได้!
034-แผลบดท-บ-ประต-หน-บ-calm,critical,calm,แผลบดทับ (ประตูหนีบ),นิ้วมือถูกประตูหนีบ มีแผลเลือดออกบริเวณข้างเล็บและปวดบวมมาก ตอนนี้ยังรู้สึกชาที่ปลายนิ้วเล็กน้อยและขยับได้จำกัด ขอคำแนะนำการปฐมพยาบาลที่ถูกต้อง
034-แผลบดท-บ-ประต-หน-บ-misspelled,critical,misspelled,แผลบดทับ (ประตูหนีบ),นิ้วโดนประตูหนีบ เลือดออกตรงข้างเล็บ เล็บเหมือนฉีก ปวดบวมมากๆ ขยับแทบไม่ได้ แถมปลายนิ้วชาๆ ควรทำไงคับ
035-ห-วใจหย-ดเต-นเฉ-ยบพล-น-panic,critical,panic,หัวใจหยุดเต้นเฉียบพลัน,เขานอนนิ่งไม่ตอบเลย! เรียกก็ไม่ตื่น หน้าเริ่มเขียวเหมือนไม่หายใจ เราต้องทำอะไรตอนนี้ ช่วยบอกที!
035-ห-วใจหย-ดเต-นเฉ-ยบพล-น-calm,critical,calm,หัวใจหยุดเต้นเฉียบพลัน,พบผู้ป่วยหมดสติ เรียกและเขย่าตัวแล้วไม่ตอบสนอง และไม่เห็นการหายใจตามปกติ ตอนนี้มีคนกำลังโทรขอรถพยาบาล ขอคำแนะนำการช่วยชีวิตทันที
035-ห-วใจหย-ดเต-นเฉ-ยบพล-น-misspelled,critical,misspelled,หัวใจหยุดเต้นเฉียบพลัน,คนไข้นอนนิ่ง เรียกแล้วไม่ตื่น เหมือนไม่หายใจ หน้าคล้ำๆ เราควรเริ่มปั้มหัวใจยังไง บอกทีครับ
036-ได-ร-บสารกำจ-ดศ-ตร-พ-ช-panic,critical,panic,ได้รับสารกำจัดศัตรูพืช,เขาไปฉีดยาฆ่าแมลงแล้วเหม็นยาแรงมาก ตอนนี้น้ำลายฟูมปาก ตัวกระตุก หายใจไม่ค่อยออก เราต้องทำไง ห้ามทำอะไรบ้าง!
036-ได-ร-บสารกำจ-ดศ-ตร-พ-ช-calm,critical,calm,ได้รับสารกำจัดศัตรูพืช,ผู้ป่วยสัมผัสสารกำจัดศัตรูพืชระหว่างทำงาน มีอาการคลื่นไส้ น้ำลายมากผิดปกติ และกล้ามเนื้อกระตุกเล็กน้อย ตอนนี้พาออกมาที่อากาศถ่ายเทและถอดเสื้อผ้าที่เปื้อนแล้ว ขอคำแนะนำการดูแลต่อและสิ่งที่ไม่ควรทำ
036-ได-ร-บสารกำจ-ดศ-ตร-พ-ช-misspelled,critical,misspelled,ได้รับสารกำจัดศัตรูพืช,ไปฉีดยาฆ่าแมลงมา เหม็นยามาก ตอนนี้น้ำลายฟูมปาก ตัวกระตุกๆ หายใจไม่ค่อยสะดวก เราพาออกมาลมถ่ายเทแล้ว ต้องล้างตัวยังไง แล้วห้ามให้กินอะไรบ้าง
037-เส-อผ-าเป-อนสารเคม-panic,moderate,panic,เสื้อผ้าเปื้อนสารเคมี,ช่วยด้วยค่ะ เสื้อโดนสารเคมีหกใส่ แขนแสบๆ ร้อนๆ กลัวมันซึมเข้าผิว! ต้องทำยังไงเดี๋ยวนี้คะ
037-เส-อผ-าเป-อนสารเคม-calm,moderate,calm,เสื้อผ้าเปื้อนสารเคมี,เสื้อผ้าฉันเปื้อนสารเคมีจากที่ทำงาน บริเวณแขนเริ่มแสบและระคายเคือง ตอนนี้ควรถอดเสื้อผ้าและล้างตัวตรงที่โดนอย่างไรให้ปลอดภัยคะ
037-เส-อผ-าเป-อนสารเคม-misspelled,moderate,misspelled,เสื้อผ้าเปื้อนสารเคมี,เสื้อเปื้อนสารเคมีอะค่ะ หกใส่แขน แสบๆร้อนๆ กลัวซึมเข้าผิว ต้องทำไงตอนนี้
038-หมดสต-หายใจอย-panic,moderate,panic,หมดสติ (หายใจอยู่),เขาวูบล้มไปเลย ปลุกไม่ตื่น แต่มันยังหายใจอยู่นะคะ คนเริ่มมุงเต็มไปหมด ทำไงดี!
038-หมดสต-หายใจอย-calm,moderate,calm,หมดสติ (หายใจอยู่),มีคนเป็นลมหมดสติ นอนนิ่งแต่ยังหายใจอยู่ ฉันควรจัดท่าให้เขาอย่างไร และระหว่างรอฟื้นควรหลีกเลี่ยงการให้อะไรทางปากไหมคะ
038-หมดสต-หายใจอย-misspelled,moderate,misspelled,หมดสติ (หายใจอยู่),มีคนวูบอะ ปลุกไม่ตื่นแต่ยังหายใจอยู่ คนมุงเยอะมาก ต้องจัดท่ายังไง ห้ามให้น้ำใช่มั้ย
039-ขาดน-ำร-นแรง-panic,moderate,panic,ขาดน้ำรุนแรง,เขาปากแห้งมาก ไม่มีแรงเลย แทบไม่ฉี่ แถมอ้วกกับท้องเสียทั้งวัน กลัวขาดน้ำหนักๆ ทำไงดีคะ!
039-ขาดน-ำร-นแรง-calm,moderate,calm,ขาดน้ำรุนแรง,ผู้ป่วยอ่อนเพลียมาก ปากแห้ง และปัสสาวะน้อย หลังอาเจียนและท้องเสียหลายครั้ง ควรให้ดื่มน้ำหรือเกลือแร่อย่างไรและควรพาไปอยู่ที่ร่มเย็นก่อนไหมคะ
039-ขาดน-ำร-นแรง-misspelled,moderate,misspelled,ขาดน้ำรุนแรง,เหมือนขาดน้ำแรงๆเลย ปากแห้ง ไม่มีแรง ไม่ค่อยฉี่ อ้วกกะท้องเสียทั้งวัน ควรให้กินน้ำ/เกลือแร่ยังไง
040-ตกใจกล-วส-ดข-ด-panic,moderate,panic,ตกใจกลัวสุดขีด,หนูใจสั่น มือสั่น หายใจไม่ออก เหมือนจะตายเลยค่ะ หลังโดนขู่มา ทำยังไงให้มันหยุดที!
040-ตกใจกล-วส-ดข-ด-calm,moderate,calm,ตกใจกลัวสุดขีด,ฉันกำลังมีอาการตื่นตระหนก ใจสั่น มือสั่น และหายใจไม่เต็มอิ่ม หลังเจอเหตุการณ์ที่ทำให้กลัวมาก ขอวิธีตั้งสติและควบคุมการหายใจแบบเป็นขั้นตอนหน่อยค่ะ
040-ตกใจกล-วส-ดข-ด-misspelled,moderate,misspelled,ตกใจกลัวสุดขีด,ตอนนี้แพนิคอะ ใจสั่น มือสั่น หายใจไม่ค่อยออก หลังโดนขู่มา มีวิธีหายใจให้สงบๆมั้ย
041-ภาวะต-วเย-นเก-น-panic,moderate,panic,ภาวะตัวเย็นเกิน,ช่วยด้วย เขาตัวเย็นมาก สั่นไม่หยุด ปากเริ่มม่วง หลังตกน้ำเย็น! ต้องทำอะไรก่อนเดี๋ยวนี้
041-ภาวะต-วเย-นเก-น-calm,moderate,calm,ภาวะตัวเย็นเกิน,มีผู้ป่วยหนาวสั่น ตัวเย็น หลังเปียกน้ำเย็นมาสักพัก ฉันควรพาออกจากที่ลมเย็น ถอดเสื้อผ้าเปียก และเพิ่มความอบอุ่นแบบค่อยเป็นค่อยไปอย่างไรคะ
041-ภาวะต-วเย-นเก-น-misspelled,moderate,misspelled,ภาวะตัวเย็นเกิน,เขาตัวเย็นจัด สั่นๆ ปากซีดม่วงนิดๆ หลังตกน้ำเย็น ควรถอดเสื้อเปียกแล้วห่มผ้ายังไงให้ปลอดภัย
042-ก-างต-ดคอ-panic,moderate,panic,ก้างติดคอ,ก้างปลาติดคอค่ะ เจ็บมาก กลืนก็เจ็บ ทำยังไงให้หลุดเดี๋ยวนี้!
042-ก-างต-ดคอ-calm,moderate,calm,ก้างติดคอ,ฉันน่าจะมีก้างปลาชิ้นเล็กติดคอ รู้สึกเจ็บเวลากลืน ควรลองดื่มน้ำและกลั้วคออย่างไร และถ้าไม่หลุดควรทำอะไรต่อคะ
042-ก-างต-ดคอ-misspelled,moderate,misspelled,ก้างติดคอ,เหมือนก้างปลาติดคออะ เจ็บคอ กลืนเจ็บ ควรลองดื่มน้ำกลั้วคอแรงๆได้มั้ย ถ้าไม่หลุดทำไง
043-ห-วกระแทก-ร-ส-กต-ว-panic,moderate,panic,หัวกระแทก (รู้สึกตัว),ช่วยด้วยค่ะ พ่อผมล้มหัวฟาดพื้น หัวปูดแล้วมีเลือดซึมแต่ยังรู้สึกตัว บ่นเวียนหัวคลื่นไส้ จะทำยังไงดี ห้ามขยับใช่ไหม?
043-ห-วกระแทก-ร-ส-กต-ว-calm,moderate,calm,หัวกระแทก (รู้สึกตัว),มีผู้ป่วยล้มหัวฟาดพื้น ยังรู้สึกตัว แต่ปวดศีรษะและเวียนหัว มีแผลที่หนังศีรษะเลือดซึมเล็กน้อย ควรดูแลเบื้องต้นและสังเกตอาการอะไรบ้างก่อนพาไปโรงพยาบาล?
043-ห-วกระแทก-ร-ส-กต-ว-misspelled,moderate,misspelled,หัวกระแทก (รู้สึกตัว),พ่อผมล้มหัวฟาดพื่นอะครับ ยังรุ้สึกตัวแต่เวียนหัว คลื่นไส้ หัวปูดมีเลือดซึม นี่ต้องทำไงก่อน ห้ามขยับคอใช่มะ?
044-กล-นเหร-ยญ-panic,moderate,panic,กลืนเหรียญ,ลูกเพิ่งกลืนเหรียญไปค่ะ เขาบอกเจ็บคอแต่ยังหายใจได้ หนูควรให้ดื่มน้ำหรือทำให้อ้วกออกไหม รีบทำอะไรตอนนี้!
044-กล-นเหร-ยญ-calm,moderate,calm,กลืนเหรียญ,เด็กกลืนเหรียญเข้าไปเมื่อครู่ ตอนนี้ยังหายใจได้แต่เจ็บคอ ควรงดน้ำงดอาหารและควรหลีกเลี่ยงการล้วงคอหรือทำให้อาเจียนใช่ไหม และต้องไปพบแพทย์อย่างไร?
044-กล-นเหร-ยญ-misspelled,moderate,misspelled,กลืนเหรียญ,เด็กกลืนเหรียญไปเมื่อกี้คะ ยังหายใจออกได้แต่เจบคอ ต้องให้กินน้ำช่วยดันมั้ย หรือทำให้อ้วกออกดี กลัวมากๆ
045-อาหารต-ดคอ-ทารก-panic,moderate,panic,อาหารติดคอ (ทารก),ช่วยด้วยค่ะ ลูกวัยไม่กี่เดือนเหมือนนมติดคอ ไม่ร้องเลย หน้าเริ่มคล้ำๆ ทำยังไงเดี๋ยวนี้ หนูมือสั่น!
045-อาหารต-ดคอ-ทารก-calm,moderate,calm,อาหารติดคอ (ทารก),ทารกสำลักเหมือนมีนมหรืออาหารติดคอ ตอนนี้ร้องไม่ออกและหายใจลำบาก ควรจัดท่าศีรษะต่ำ ตบหลัง 5 ครั้งสลับกดหน้าอก 5 ครั้งอย่างไร และห้ามล้วงปากใช่ไหม?
045-อาหารต-ดคอ-ทารก-misspelled,moderate,misspelled,อาหารติดคอ (ทารก),ลูกทารกสำลักนมอะคะ ไม่ร้องเลย หน้าจะเขียวๆ ทำไงดี ต้องตบหลังยังไง 5ครั้งแล้วกดอกใช่มั้ย ห้ามล้วงปากใช่ปะ
046-ไหล-หล-ด-panic,moderate,panic,ไหล่หลุด,ไหล่เหมือนหลุดค่ะ แขนยกไม่ได้เลย ปวดมาก ไหล่ดูเบี้ยวๆ ต้องดึงเข้าที่เองไหม หรือทำอะไรก่อน!
046-ไหล-หล-ด-calm,moderate,calm,ไหล่หลุด,สงสัยไหล่หลุดหลังหกล้ม ไหล่เบี้ยวและขยับแขนไม่ได้ ปวดมาก ควรประคบเย็นอย่างไรระหว่างรอไปโรงพยาบาล และควรหลีกเลี่ยงการขยับข้อไหล่ใช่ไหม?
046-ไหล-หล-ด-misspelled,moderate,misspelled,ไหล่หลุด,เหมือนไหล่หลุดคะ ไหล่เบี้ยวๆ ยกแขนไม่ได้ ปวดสุดๆ ต้องดึงกลับเองมั้ย หรือประคบน้ำแข็งกี่นาทีดี
047-กาวเข-าตา-ปาก-panic,moderate,panic,กาวเข้าตา/ปาก,ช่วยด้วยค่ะ กาวตราช้างเข้าตา แสบมากลืมตาไม่ออก เหมือนตาติดกัน หนูควรแกะออกไหมหรือทำอะไรตอนนี้!
047-กาวเข-าตา-ปาก-calm,moderate,calm,กาวเข้าตา/ปาก,มีกาวเข้าตา ทำให้แสบและลืมตาลำบาก ควรล้างด้วยน้ำสะอาด/น้ำเกลือไหลผ่านอย่างน้อย 15 นาที ห้ามขยี้หรือแกะกาว แล้วปิดตาเบาๆ ก่อนพบแพทย์ใช่ไหม?
047-กาวเข-าตา-ปาก-misspelled,moderate,misspelled,กาวเข้าตา/ปาก,กาวตราช้างเข้าตาอะคะ แสบมาก ลืมตาไม่ขึ้นเหมือนตาติดกัน ต้องพยายามแกะออกมั้ย หรือรีบล้างน้ำกี่นาทีดี
048-หอยเม-นตำ-panic,moderate,panic,หอยเม่นตำ,โดนหอยเม่นตำเท้าค่ะ หนามดำๆ ติดอยู่หลายอัน เจ็บแสบมาก บางอันเหมือนทิ่มลึก จะทำยังไงเดี๋ยวนี้!
048-หอยเม-นตำ-calm,moderate,calm,หอยเม่นตำ,ถูกหอยเม่นตำที่เท้า เห็นปลายหนามบางส่วนแต่มีจุดที่น่าจะลึก เจ็บแสบ ควรคีบเฉพาะที่เห็นปลายหนาม ทำความสะอาดด้วยน้ำส้มสายชู/น้ำมะนาว และแช่น้ำอุ่น 10–15 นาทีอย่างไร ก่อนไปโรงพยาบาล?
048-หอยเม-นตำ-misspelled,moderate,misspelled,หอยเม่นตำ,โดนหอยเม่นตำเท้าอะคะ มีหนามดำๆ ติดอยู่ เจบแสบมาก บางอันเหมือนลึก ควรคีบออกเลยมั้ย แล้วล้างด้วยน้ำส้มสายชูหรือน้ำมะนาวดี?
049-ของแข-งต-ดในห-panic,moderate,panic,ของแข็งติดในหู,ช่วยด้วยค่ะ ลูกเอาลูกปัดยัดเข้าหู เห็นมันอยู่แต่กลัวลึกกว่าเดิม เด็กบ่นเจ็บมาก ทำไงดีคะ?
049-ของแข-งต-ดในห-calm,moderate,calm,ของแข็งติดในหู,ลูกเอาลูกปัดยัดเข้าหูข้างขวา มองเห็นวัตถุชัดแต่ยังไม่กล้าแคะออก เด็กบ่นเจ็บและรำคาญ ขอคำแนะนำวิธีช่วยเบื้องต้นค่ะ
049-ของแข-งต-ดในห-misspelled,moderate,misspelled,ของแข็งติดในหู,ลูกเอาลูกปัดยัดเข้าหูอะค่ะ เหนมันอยุ่แต่กลัวดันลึกกว่าเดิม เด็กบอกเจบๆ ต้องทำไงดีคะ
050-ฟ-นหล-ด-ฟ-นห-ก-panic,moderate,panic,ฟันหลุด / ฟันหัก,ลูกล้ม ฟันหน้ากระเด็นหลุดออกมา เลือดเต็มปากเลยค่ะ! หนูจับฟันไว้แล้วแต่ไม่รู้ต้องทำยังไง รีบแค่ไหนคะ?
050-ฟ-นหล-ด-ฟ-นห-ก-calm,moderate,calm,ฟันหลุด / ฟันหัก,เด็กหกล้มทำให้ฟันหน้าหลุดออกมาทั้งซี่ มีเลือดออกในปากเล็กน้อย ตอนนี้เก็บฟันไว้แล้ว อยากทราบวิธีจับ/ล้าง/เก็บฟันและควรไปพบทันตแพทย์ภายในกี่นาทีค่ะ
050-ฟ-นหล-ด-ฟ-นห-ก-misspelled,moderate,misspelled,ฟันหลุด / ฟันหัก,ลูกหกล้มฟันหน้าหลุดออกมาเปนซี่ๆ เลือดกลบปากนิดนึง ตอนนี้เกบฟันไว้แร้ว ต้องจับตรงไหน ล้างได้มั้ย แล้วควรไปหาหมอฟันด่วนแค่ไหนคะ
051-ตะขาบก-ด-panic,moderate,panic,ตะขาบกัด,โดนตะขาบกัดที่ข้อเท้า ปวดตุบๆ แสบมาก บวมแดงขึ้นเร็วเลยค่ะ! ต้องทำอะไรตอนนี้ก่อนดีคะ?
051-ตะขาบก-ด-calm,moderate,calm,ตะขาบกัด,ถูกตะขาบกัดบริเวณข้อเท้า มีอาการปวดแสบและบวมแดง อยากทราบการทำความสะอาด การประคบ และสัญญาณที่ควรไปพบแพทย์ค่ะ
051-ตะขาบก-ด-misspelled,moderate,misspelled,ตะขาบกัด,โดนตะขาบกัดตรงข้อเท้า ปวดตุบๆแสบๆ บวมแดงขึ้นเรวมาก ต้องล้างยังไง ประคบเยนได้มั้ยคะ
052-บาดเจ-บอว-ยวะเพศ-panic,moderate,panic,บาดเจ็บอวัยวะเพศ,แฟนโดนเตะกระแทกหว่างขา ปวดจุกมาก แล้วเหมือนมีเลือดซึมตรงอวัยวะเพศค่ะ! กลัวจะหนัก ต้องทำไงเดี๋ยวนี้?
052-บาดเจ-บอว-ยวะเพศ-calm,moderate,calm,บาดเจ็บอวัยวะเพศ,ผู้ป่วยถูกกระแทกบริเวณอวัยวะเพศ/ถุงอัณฑะ มีปวดมากและมีเลือดซึมภายนอกเล็กน้อย ขอคำแนะนำการประคบเย็น การกดแผล และอาการแบบไหนที่ต้องไปโรงพยาบาลทันทีค่ะ
052-บาดเจ-บอว-ยวะเพศ-misspelled,moderate,misspelled,บาดเจ็บอวัยวะเพศ,แฟนโดนเตะผ่าหมาก ปวดจุกมากๆ มีเลือดซึมตรงจู๋นิดนึง ควรประคบเยนยังไง แล้วถ้าฉี่มีเลือดปนต้องทำไงคะ
053-แมงกะพร-นท-วไป-panic,moderate,panic,แมงกะพรุนทั่วไป,โดนแมงกะพรุนที่ทะเลค่ะ แสบคันเป็นผื่นแดงยาวๆ เลย! จะล้างด้วยน้ำเปล่าได้ไหม หรือทำยังไงด่วนๆ?
053-แมงกะพร-นท-วไป-calm,moderate,calm,แมงกะพรุนทั่วไป,เพิ่งสัมผัสแมงกะพรุนที่ทะเล มีอาการแสบคันและผื่นแดงบริเวณแขน ตอนนี้ขึ้นจากน้ำแล้ว อยากทราบวิธีล้าง/ราดบริเวณแผลที่ถูกต้องและต้องเฝ้าดูอาการอะไรต่อค่ะ
053-แมงกะพร-นท-วไป-misspelled,moderate,misspelled,แมงกะพรุนทั่วไป,โดนแมงกะพรุนที่ทะเล แสบๆคันๆ เป็นผื่นแดงยาวเลย ตอนนี้ขึ้นจากน้ำแร้ว ล้างน้ำเปล่าได้ปะ หรือควรใช้อะไรคะ
054-ไข-ส-ง-เด-ก-panic,moderate,panic,ไข้สูง (เด็ก),ลูกตัวร้อนจี๋มากค่ะ เหมือนจะซึมๆ หนูกลัวชักเพราะไข้ ทำยังไงให้ลดไข้ตอนนี้ก่อนคะ!
054-ไข-ส-ง-เด-ก-calm,moderate,calm,ไข้สูง (เด็ก),เด็กมีไข้สูง ตัวร้อนมากและเริ่มซึมเล็กน้อย อยากได้ขั้นตอนการเช็ดตัวด้วยน้ำอุ่นอย่างถูกวิธีและควรจัดท่าหรือดูแลสภาพแวดล้อมอย่างไรค่ะ
054-ไข-ส-ง-เด-ก-misspelled,moderate,misspelled,ไข้สูง (เด็ก),ลูกตัวร้อนจัดๆเลยค่ะ เหมือนซึมๆ กลัวชักเพราะไข้ ขอวิธีเชดตัวน้ำอุ่นทีละขั้นตอนหน่อยคะ ต้องถอดเสื้อผ้าไหม
055-แพน-ค-ต-นตระหนก-panic,moderate,panic,แพนิค / ตื่นตระหนก,ช่วยด้วยค่ะ อยู่ดีๆเหมือนหายใจไม่ออก ใจสั่น มือจีบ กลัวจะตาย คุมตัวเองไม่ได้เลย ทำไงดี!
055-แพน-ค-ต-นตระหนก-calm,moderate,calm,แพนิค / ตื่นตระหนก,ตอนนี้มีอาการใจสั่น หายใจเร็วเหมือนหายใจไม่ออก มือเกร็งเป็นจีบ และรู้สึกกลัวมากเหมือนควบคุมตัวเองไม่ได้ ขอคำแนะนำให้สงบลงหน่อยค่ะ/ครับ
055-แพน-ค-ต-นตระหนก-misspelled,moderate,misspelled,แพนิค / ตื่นตระหนก,อยุ่ๆก็หายใจม่ออก ใจสั่น มือจีบๆ กลัวตายมาก คุมตัวเองม่ได้เลย ช่วยบอกทีต้องทำไง
056-อาหารต-ดคอ-อย-คนเด-ยว-panic,moderate,panic,อาหารติดคอ (อยุ่คนเดียว),ผมกินแล้วติดคอ อยู่คนเดียว หายใจไม่ออก ไอไม่ออก มือจับคอ หน้าเริ่มเขียว จะทำยังไงเดี๋ยวนี้!
056-อาหารต-ดคอ-อย-คนเด-ยว-calm,moderate,calm,อาหารติดคอ (อยุ่คนเดียว),ตอนนี้สำลักอาหารติดคอ อยู่คนเดียว พูดไม่ออกและไอไม่ออก รู้สึกหายใจลำบากมาก ขอวิธีช่วยตัวเองทันทีครับ/ค่ะ
056-อาหารต-ดคอ-อย-คนเด-ยว-misspelled,moderate,misspelled,อาหารติดคอ (อยุ่คนเดียว),กินแล้วติดคออะ อยุ่คนเดียว หายใจม่ออก ไอก็ม่ออก มือจับคอตลอด เหมือนจะเขียว ช่วยบอกวิธีหน่อย
057-ส-ดดมสารเคม-panic,moderate,panic,สูดดมสารเคมี,ช่วยด้วยค่ะ เผลอสูดกลิ่นสารเคมีแรงๆจากห้องน้ำมาเต็มๆ แสบคอ เวียนหัว หายใจไม่ค่อยออก ทำไงดี!
057-ส-ดดมสารเคม-calm,moderate,calm,สูดดมสารเคมี,เมื่อกี้เผลอสูดดมไอสารเคมีทำความสะอาดในที่อับอากาศ ตอนนี้แสบคอ ไอ และรู้สึกหายใจไม่สะดวก ขอคำแนะนำว่าควรทำอะไรเป็นอันดับแรกครับ/ค่ะ
057-ส-ดดมสารเคม-misspelled,moderate,misspelled,สูดดมสารเคมี,พึ่งสูดดมไอเคมีทำความสะอาดมา กลิ่นแรงมาก แสบคอ ไอ เวียนหัว หายใจม่ค่อยออก ควรทำไงก่อน
058-ข-อเท-าแพลง-panic,moderate,panic,ข้อเท้าแพลง,โอ๊ย ขาพลิก! ข้อเท้าบวมเร็วมาก เดินกะเผลก เจ็บจี๊ด จะทำไงให้บวมลดเดี๋ยวนี้!
058-ข-อเท-าแพลง-calm,moderate,calm,ข้อเท้าแพลง,เมื่อกี้เดินพลาดทำให้ข้อเท้าแพลง ตอนนี้บวมและลงน้ำหนักแล้วปวด เดินกะเผลก ขอคำแนะนำการดูแลเบื้องต้นครับ/ค่ะ
058-ข-อเท-าแพลง-misspelled,moderate,misspelled,ข้อเท้าแพลง,เมื่อกี้ขาพลิก ข้อเท้าบวมๆ เดินกะเผลก เจ็บมาก ควรประคบเย็นยังไงดี ห้ามทำไรบ้าง
059-ฟกช-ำร-นแรง-panic,moderate,panic,ฟกช้ำรุนแรง,โดนกระแทกแรงมาก ตอนนี้เขียวช้ำบวมปูดเหมือนห่อเลือด เจ็บมาก กลัวจะหนักขึ้น ต้องทำอะไรทันที!
059-ฟกช-ำร-นแรง-calm,moderate,calm,ฟกช้ำรุนแรง,มีรอยฟกช้ำจากการกระแทกแรง บริเวณนั้นบวมปูดและเจ็บมาก อยากทราบวิธีดูแลช่วงแรกเพื่อให้บวมลดและไม่แย่ลงครับ/ค่ะ
